text,assistant
"That's all. Thank you.","Thank you. I'll just add your thin base. So you've got a [ITEM_SIZE] [ITEM_NAME] on a thin base, cooked well done, and you've got a [ITEM_SIZE] [ITEM_NAME] with the [ITEM_INGREDIENT] removed, also on a thin base and cooked well done."
"Correct.","Thank you. That's $41.50. And you can come and pick that up in 20 minutes."
"Yeah. [PHONE_NUMBER].","Okay, [PHONE_NUMBER]. And it'll be a different address to what you have on file."
"All right. Is that the close [CREDIT_CARD_CVV]?","Yes, it is. Thank you."
"So it's not [LOCATION] [LOCATION] [LOCATION] [LOCATION] [LOCATION]?","No. This one will be to [LOCATION] [LOCATION] in [LOCATION]. Could you spell that for me, please?"
"That is number two. And that is [LOCATION]. [LOCATION] [LOCATION]. [LOCATION] [LOCATION], [LOCATION].","Perfect. Thank you. And what would you like?"
"Can I please get one large, half Hawaiian, half Margherita, one small garlic pizza.","Okay. One [ITEM_SIZE] [ITEM_NAME] pizza, one [ITEM_SIZE] garlic pizza."
"One medium southwest chicken. One medium southwest, one Fettuccine Bolognese is that name.","That was one [ITEM_SIZE] [ITEM_NAME] with [ITEM_INGREDIENT] and [ITEM_INGREDIENT], please."
"Okay. And that's all. Thank you. I need a card. We'll just transfer you back.","Okay. Parmesan cheese or normal cheese?"
"Sorry, what was that other choice?","Parmesan or normal?"
"Parmesan?","Yeah, Parmesan."
"Okay, I'll repeat your order. I'll get a garlic bread as well.","No, that's fine. Sorry, I should have asked. Is that all? Should I add anything else?"
"No, that's everything. Thank you.","Okay. That's a [ITEM_SIZE] half [ITEM_NAME], half [ITEM_NAME], a [ITEM_SIZE] garlic [ITEM_NAME], a [ITEM_SIZE] [ITEM_NAME], a main [ITEM_NAME] with added [ITEM_INGREDIENT] and [ITEM_INGREDIENT]. And a serving of garlic bread."
"That's lovely. And I'll pay by card, please.","Okay. It's $85.90. And I'll just take some details off you. If I can start with the card number, please."
"So that's [CREDIT_CARD_NUMBER] okay. [CREDIT_CARD_NUMBER] and expiry date, please.","[CREDIT_CARD_EXPIRATION]. [CREDIT_CARD_EXPIRATION]. And the CVV, please."
"That will be [CREDIT_CARD_CVV]. [CREDIT_CARD_CVV] [CREDIT_CARD_CVV].","Thank you. If you just bear with me while the payment is processing. That's okay. And then. Sorry. Can I please get the price, please, for a couple of things after that's processed?"
"Okay, that's fine. Yeah, of course you can.","Beautiful. How much was the southwest?"
"The southwest was $21.","And the large pizza?"
"And the large half and half was $23.","And how much is delivery?"
"It's $5 for delivery. So it's a total of $85.90.","Thank you very much. That's all I need."
"Hi there. This is one pond store. How can I help?","Is that the pizza shop?"
"The town and country one pond store? Yes. Yes, how can I.","Help? Can I order a takeaway pizza, please?"
"Take away. Yeah, sure. One moment. Can I have your phone number to begin with, please?","[PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER]."
"And then dollar.","Could you say the number again?"
"[PHONE_NUMBER] [PHONE_NUMBER].","Then [PHONE_NUMBER], [PHONE_NUMBER], [PHONE_NUMBER]. Yeah."
"Yes, I think it's under [PERSON_NAME] for.","[PERSON_NAME]. Yeah, I've got [PERSON_NAME] on there."
"Yeah, it should be [PERSON_NAME], but anyway, it doesn't matter.","All right. Welcome. Let's begin. What would you like to order?"
"Can I order a large country special?","Done. What else?"
"And a large Aussie with pineapple.","One [ITEM_SIZE] [ITEM_NAME] with [ITEM_INGREDIENT] added to it?"
"Yes, please.","Anything else?"
"No, that's it. Thanks.","Okay, wonderful. That's all done. That total comes down to 42.50. Should be ready for pick up in about the next 20 minutes. At one point. Okay."
"Good evening. I made an order last night for a couple of pizzas. Got the verification pizza, paid for. No, Pizza turned up, and it was for a birthday dinner as well.","Oh, really? Sorry. What was the name for the order?"
"[PERSON_NAME] [PERSON_NAME]. [LOCATION] [LOCATION] [LOCATION]. [PERSON_NAME] [PERSON_NAME].","[PERSON_NAME], did you say yes?"
"Do you want the confirmation code?","No. Sorry. I'll just be right back. I'm so sorry."
"Yeah, last night. 08:14 that was what time the verification. The confirmation code came through from you guys?","Yeah. And it was for tonight?"
"No, for last night.","For last night. The order was for last night. Was it meant for today or yesterday? Yesterday was meant for yesterday. They didn't receive it? No, but they had a verification code."
"I got the verification code. I've got my bank statement. I've got everything to prove that this has happened.","Yeah. [PERSON_NAME], was it?"
"Yeah, that's right.","I remember. It was two [ITEM_SIZE] pizzas, right? Was it two [ITEM_SIZE] pickup? It was a pickup, yes."
"No, it wasn't. It was a delivery because I've been charged for a delivery as well.","Was it [ITEM_SIZE]? Half [ITEM_INGREDIENT], half [ITEM_NAME]? She said she got charged for delivery. Well, the order came as pickup. We can make it tonight and send it. Yeah, the order came as pickup, but if you want."
"Well, I've been charged for delivery, so. That's weird. I never get pickup because I'm out in [LOCATION] [LOCATION]. I've been charged for delivery, so that doesn't make sense. And if I didn't pick them up, why didn't I get a call asking where I was?","Yeah, I'm not sure. Did they pick it up?"
"Yeah. I know it's not your fault. I'm sorry. I'm a little bit. Yeah. And I'm not taking out on you, sweetheart.","No, that's okay. Just one moment. I don't know why they got charged with delivery. Well, that's what I'm saying. We are sending it today. Yes. I don't know if they want it today, but it was meant for yesterday. Well, yeah, it was a pickup yesterday. Yeah. We can send it today if you wanted it."
"Yeah. Cool. Better late than never.","Yeah. What was the address?"
"[LOCATION] [LOCATION] [LOCATION]. [LOCATION].","[LOCATION] [LOCATION] [LOCATION]."
"[PERSON_NAME] [PERSON_NAME] [PERSON_NAME]. Yes, [PERSON_NAME] is in the dog. [PERSON_NAME].","Yes, no worries. We'll get that made and sent to you as soon as possible. I'm so sorry."
"Thank you. No, it's not your fault. Thank you so much for that.","Yeah, no worries. Have a lovely night."
"Hi, I'd like to make a reservation for Sunday.","For Sunday? Yeah. How many people is that for?"
"Eight people.","Eight people. And what time would you like to reserve for?"
"06:00 p.m.","06:00 p.m. Could I just grab a name and phone number for the reservation?"
"Just two. And I'd like it inside, please.","No worries, can I grab a name and a phone number for the booking, please?"
"[PERSON_NAME] [PERSON_NAME], [PERSON_NAME] [PERSON_NAME] [PERSON_NAME].","Thank you, and the phone number?"
"[PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER]. [PHONE_NUMBER].","Right. Just a moment. Is it for [PERSON_NAME]?"
"Yes.","Hi. My name is [PERSON_NAME] too. It's [LOCATION] [LOCATION] [LOCATION] [LOCATION]."
"Yes.","All right. What would you like to order?"
"Two large pizzas, one vegetarian.","Okay."
"And the second one southwest with no jalapenos and extra cheese.","Okay, just a moment. Anything else?"
"A garlic bread.","All right. That's all?"
"Yes.","All right. Let me repeat your order for you. So you have a [ITEM_SIZE] vegetarian pizza and a [ITEM_SIZE] southwest chicken with no jalapenos and extra [ITEM_INGREDIENT] added and a garlic bread, correct?"
"Yes.","All right. That would be 54 50. Would you like to pay by card or by cash?"
"I'll pay now.","Okay. Just a moment. Can I have your card number?"
"[CREDIT_CARD_NUMBER] okay. [CREDIT_CARD_NUMBER] expiry, please? [CREDIT_CARD_CVV] CvV. [CREDIT_CARD_CVV] [CREDIT_CARD_CVV] [CREDIT_CARD_CVV].","All right. Just a moment while your payment is being processed. All good, [PERSON_NAME]. Thank you. It will be delivered to you in an hour."
"Yeah, sure. Just a moment, please. Can I please have your phone number?","[PHONE_NUMBER] okay, just a moment, please."
"Is it for","Pickup. Someone called [PERSON_NAME] will come and get it, but, yeah, it doesn't really matter, I suppose. Yeah."
"All right. What would you like to order?","Can I get the main satay chicken, pasta with penne?"
"Okay, just a moment, please. Okay, what else?","And a large pizza, half Hawaiian, half chicken saute."
"Okay, half Hawaiian and half saute chicken. Correct.","Yeah. All right."
"Anything else?","That's all. Thanks."
"All right, so right now your bill is, like, $50, but we have a deal of one large pizza, one main pasta and a garlic bread. So I have added a garlic bread, and now it is 45 90. Okay.","Oh, thank you."
"All right, you're welcome. So you have a main saute chicken with penne, a large half saute chicken, half Hawaiian, and a garlic bread. And that would be 45 90. And you can pick it up in, like, 20 minutes.","And would I be able to pay for it now?"
"Yeah, you want to pay for it now?","Yes, please."
"Okay, can I have your card number?","Yes. [CREDIT_CARD_NUMBER] okay. [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER]."
"Sorry? Please.","[CREDIT_CARD_CVV] CVV. [CREDIT_CARD_CVV] [CREDIT_CARD_CVV] [CREDIT_CARD_CVV]."
"Okay. Just a moment while your payment is being processed. All good. [PERSON_NAME]? You can come and get it in, like, 20 minutes. All right.","All right. Yeah. Thank you so much. Have a good day."
"Delivery.","Delivery. Okay, for me to do that, I would need your phone number. Could you read out to me, please?"
"Yes. [PHONE_NUMBER].","One moment. [PHONE_NUMBER]. Okay, can I have your delivery address, please?"
"Yes, it's [LOCATION] [LOCATION].","Okay. To [LOCATION] [LOCATION]. Delivery times are around 1 hour. You're going to be right with that?"
"1 hour. Look, I'll come and pick it up, I think.","Okay, pickups are 20 minutes. Going to be all right for that?"
"Yeah, that'd be all right for that pickup. I'll pick it up.","Okay, that's fine. I'll change to pickup. Let's begin."
"All right. How long before it's done?","It'll be 20 minutes. But could you tell me, remind me, what did you need to order?"
"A large pizza.","Large. Anything else?"
"No, that's it. Thank you.","Okay, I'll read it back to you. So what we have ordered for you is just a [ITEM_SIZE] [ITEM_NAME] pizza. All good."
"Delivery, please.","Can I get your phone number first, please?"
"My phone number is [PHONE_NUMBER].","Thank you. Is that for [PERSON_NAME]?"
"Yes.","Thank you. And what's the address you'd like it delivered to?"
"The address is [LOCATION].","Okay. And that's [LOCATION]?"
"Sorry, yes, that's correct.","Thank you. What would you like?"
"Can I get a medium Hawaiian with capsicum and onion and extra cheese on top?","Okay. Anything else?"
"And the garlic bread, please.","And a garlic bread as well. Anything else?"
"That's all, thank you. How much would that be?","That's $34. I'll just repeat the order for you. You've got a [ITEM_SIZE] [ITEM_NAME] with added [ITEM_INGREDIENT], [ITEM_INGREDIENT], and [ITEM_INGREDIENT]. And you've got a serving of garlic bread. Is that correct?"
"Of garlic bread. Yes, thank you.","Thank you. That's $34. Would you like to pay by cash or card?"
"Cash, thank you.","Cash. Thank you. That's $34, and it should be delivered to you in 45 minutes."
"Hello, my name is [PERSON_NAME], I just booked a pizza for 06:00 pickup today and unfortunately my husband booked something else. Is it alright to cancel that?","Yeah, give me one second. You haven't paid so it's all good. I'll just cancel the order for you."
"Sure. [PHONE_NUMBER].","Okay, let's have a look now. Apple. [PERSON_NAME]?"
"Yes.","All right. Welcome. Let's begin. What would you like to order?"
"So I'd just like a spaghetti bolognaise to go. Do you do a large one of them?","Spaghetti bolognaise? Yeah, we do [ITEM_SIZE] of that. Just to keep an eye on the deal that we do. We do a deal that is two pastas for 38.90, with one pasta that is just showing up as $23. Would you be interested in making two pastas or any deals like that, or just one is fine."
"Yeah, I'll just stick with the one. That's all good. Thanks.","Okay. That's fine. No worries. [PERSON_NAME], that is [ITEM_NAME] [ITEM_SIZE], which is a large one. That is set up. Anything else?"
"No, that's it. I'll be there in about ten minutes.","All right, that's fine. Well, by the way, normally they say 20 minutes, but I'll put it in the system, and hopefully by the time you reach, it will be ready. Thank you. See you then."
"Yeah, I just want.","To change one of the pizzas on it and they said they had to transfer me through to you to do it."
"Yeah, just give me one sec. How can I help you?","Yes, so I ordered three pizzas for a 06:00 pickup and I just needed to change one of them from an Aussie to a pepperoni."
"To a pepperoni.","Yes. Thanks."
"You on? No worries. So it's a [ITEM_SIZE] Hawaiian, no pineapple, [ITEM_SIZE] pepperoni and a [ITEM_SIZE] Mexican with onion.","That's the one."
"Just a moment, please.","Do you need the mobile number or a moment?"
"Can I have your","Phone number? Yeah, sure. It's [PHONE_NUMBER]."
"Just a moment. Is it for [PERSON_NAME]?","Yes."
"All right. What would you like to order?","I'll have a [ITEM_SIZE] [ITEM_NAME], no [ITEM_INGREDIENT]."
"All right. Anything else?","That's all, thank you."
"Okay. You have a [ITEM_SIZE] [ITEM_NAME] with no [ITEM_INGREDIENT], $23, and you can come pick it up in 20 minutes.","Thank you."
"You guys come back.","May not."
"Pain. Can I. Over the phone. Hi. Were you just wanting to pay?","Yeah. So he tried to take payment on the other phone or something and he couldn't get it working. So you transferred me to you guys, put it through his cash, but then said I could pay you guys."
"Perfect. We'll see if it works through here. I'll just grab your card number, if I could.","Yes, of course. So it's [CREDIT_CARD_NUMBER] yeah. [CREDIT_CARD_NUMBER]."
"And the expiry.","[CREDIT_CARD_EXPIRATION]."
"And the CCV.","[CREDIT_CARD_CVV] [CREDIT_CARD_CVV] [CREDIT_CARD_CVV]."
"Awesome. And this was just under [PERSON_NAME] at [LOCATION] [LOCATION]?","Yes, that's correct."
"Perfect. Let's see if this works. Perfect. So that one is all paid for.","Cool. Will I get a receipt? Will that change the order? Because I got a text saying that the orders are cash only or something like that."
